路線,路線名稱,方向,站序,中文站點名稱,英文站點名稱,經度,緯度
172,大甲 - 福住里,去程,10,新亞磚廠,Xinya Brick Factory,120.6062875,24.358224
172,大甲 - 福住里,去程,11,松仔腳,Songzijiao,120.603267,24.361296
172,大甲 - 福住里,去程,12,大安國中,Da'an Junior High School,120.602473,24.36555
172,大甲 - 福住里,去程,13,西安里,Xian Village,120.601985,24.36801
172,大甲 - 福住里,去程,14,腳踏,Jiaota,120.599807,24.371852
172,大甲 - 福住里,去程,15,水柳,Shuiliu,120.596705,24.375325
172,大甲 - 福住里,去程,16,大安港南北九路口,Da'an Port-Nanbe 9th Intersection,120.591392,24.377585
172,大甲 - 福住里,去程,17,海墘國小,Hai-Chian Elementary School,120.588448,24.37888
172,大甲 - 福住里,去程,18,海墘,Haiqian,120.586723,24.379364
172,大甲 - 福住里,去程,19,媽祖園區,Mazu Park Area,120.587805,24.380623
172,大甲 - 福住里,去程,20,北汕,Beishan,120.590292,24.382743
172,大甲 - 福住里,去程,21,頂五甲,Dingwujia,120.593129,24.388339
172,大甲 - 福住里,去程,22,五甲港,Wujia Harbor,120.590524,24.39047
172,大甲 - 福住里,去程,23,下五甲,Xiawujia,120.59446,24.389857
172,大甲 - 福住里,去程,24,田心(中山北路),Tianxin(Zhongshan N. Road),120.598957,24.392072
172,大甲 - 福住里,去程,25,安田,Antian,120.600376,24.394673
172,大甲 - 福住里,去程,26,田心(中山北路),Tianxin(Zhongshan N. Road),120.598957,24.392072
172,大甲 - 福住里,去程,27,永安,Yongan,120.595802,24.387487
172,大甲 - 福住里,去程,28,東西三南北八路口,Dongxi 3rd-Nanbei 8th Intersection,120.598866,24.386729
172,大甲 - 福住里,去程,29,環海宮,Huanhai Temple,120.601712,24.386087
172,大甲 - 福住里,去程,30,東西三南北七路口,Dongxi 3rd-Nanbei 7th Intersection,120.604726,24.38552
172,大甲 - 福住里,去程,31,南北七東西二路口,Nanbei 7th-Dongxi 2nd Intersection,120.605493,24.388029
172,大甲 - 福住里,去程,32,田尾,Tianwei,120.60947,24.387495
172,大甲 - 福住里,去程,33,東西三南北六路口,Dongxi 3rd-Nanbei 6th Intersection,120.610898,24.384245
172,大甲 - 福住里,去程,34,頂大安,Dingda'an,120.615292,24.383316
172,大甲 - 福住里,去程,35,東西四南北五路口,Dongxi 4th-Nanbei 5th Intersection,120.615321,24.380336
172,大甲 - 福住里,去程,36,東西四路141巷口,Dongxi 4th Road 141st Lane,120.613071,24.380776
172,大甲 - 福住里,去程,37,靖安宮,Jingan Temple,120.6116905,24.3810665
172,大甲 - 福住里,去程,38,東西四路200巷口,Dongxi 4th Rd. 200th Lane,120.60916,24.3815905
172,大甲 - 福住里,去程,39,永安國小(東西四路),Yongan Elementary School(Dongxi 4th Road),120.606654,24.382187
172,大甲 - 福住里,去程,40,南北七東西四路口,Nanbei 7th-Dongxi 4th Intersection,120.603994,24.382364
172,大甲 - 福住里,去程,41,福住里,Fuzhu Village,120.6034155,24.3798945
172,大甲 - 福住里,回程,1,福住里,Fuzhu Village,120.603467,24.379838
172,大甲 - 福住里,回程,2,南北七東西四路口,Nanbei 7th-Dongxi 4th Intersection,120.6040785,24.38239
172,大甲 - 福住里,回程,3,永安國小(東西四路),Yongan Elementary School(Dongxi 4th Road),120.606543,24.382107
172,大甲 - 福住里,回程,4,東西四路200巷口,Dongxi 4th Rd. 200th Lane,120.609101,24.38157
172,大甲 - 福住里,回程,5,靖安宮,Jingan Temple,120.611655,24.381015
172,大甲 - 福住里,回程,6,東西四路141巷口,Dongxi 4th Road 141st Lane,120.613049,24.380748
172,大甲 - 福住里,回程,7,東西四南北五路口,Dongxi 4th-Nanbei 5th Intersection,120.615426,24.38028
172,大甲 - 福住里,回程,8,頂大安,Dingda'an,120.615243,24.38337
172,大甲 - 福住里,回程,9,東西三南北六路口,Dongxi 3rd-Nanbei 6th Intersection,120.610887,24.384276
172,大甲 - 福住里,回程,10,田尾,Tianwei,120.609447,24.387555
172,大甲 - 福住里,回程,11,南北七東西二路口,Nanbei 7th-Dongxi 2nd Intersection,120.605437,24.388029
172,大甲 - 福住里,回程,12,東西三南北七路口,Dongxi 3rd-Nanbei 7th Intersection,120.604533,24.385591
172,大甲 - 福住里,回程,13,環海宮,Huanhai Temple,120.601956,24.386106
172,大甲 - 福住里,回程,14,東西三南北八路口,Dongxi 3rd-Nanbei 8th Intersection,120.598925,24.386751
172,大甲 - 福住里,回程,15,永安,Yongan,120.595876,24.387451
172,大甲 - 福住里,回程,16,田心(中山北路),Tianxin(Zhongshan N. Road),120.598957,24.392072
172,大甲 - 福住里,回程,17,安田,Antian,120.600352,24.394768
172,大甲 - 福住里,回程,18,田心(中山北路),Tianxin(Zhongshan N. Road),120.598957,24.392072
172,大甲 - 福住里,回程,19,下五甲,Xiawujia,120.5944669,24.38989265
172,大甲 - 福住里,回程,20,五甲港,Wujia Harbor,120.590477,24.390505
172,大甲 - 福住里,回程,21,頂五甲,Dingwujia,120.593067,24.388302
172,大甲 - 福住里,回程,22,北汕,Beishan,120.590256,24.382758
172,大甲 - 福住里,回程,23,媽祖園區,Mazu Park Area,120.587708,24.380589
172,大甲 - 福住里,回程,24,海墘,Haiqian,120.586852,24.379317
172,大甲 - 福住里,回程,25,海墘國小,Hai-Chian Elementary School,120.588818,24.37864
172,大甲 - 福住里,回程,26,大安港南北九路口,Da'an Port-Nanbe 9th Intersection,120.591376,24.377534
172,大甲 - 福住里,回程,27,水柳,Shuiliu,120.596687,24.375241
172,大甲 - 福住里,回程,28,腳踏,Jiaota,120.599681,24.371819
172,大甲 - 福住里,回程,29,西安里,Xian Village,120.601862,24.368196
172,大甲 - 福住里,回程,30,大安國中,Da'an Junior High School,120.602441,24.365247
172,大甲 - 福住里,回程,31,松仔腳,Songzijiao,120.60312,24.36144
172,大甲 - 福住里,回程,32,新亞磚廠,Xinya Brick Factory,120.606273,24.358049
172,大甲 - 福住里,回程,33,橫圳,Hengzun,120.609788,24.355116
172,大甲 - 福住里,回程,34,三和塑膠,Sanhe Plastics,120.6127975,24.352708
172,大甲 - 福住里,回程,35,新政大安港路口,Xinzheng-Da'an Port Intersection,120.613296,24.349267
172,大甲 - 福住里,回程,36,光田,Guangtian,120.616625,24.347153
172,大甲 - 福住里,回程,37,光田醫院(大甲院區),Kuang Tien General Hospital(Dajia Branch),120.617221,24.34724907
172,大甲 - 福住里,回程,38,昇和醫院,Shenghe Hospital,120.618572,24.348763
172,大甲 - 福住里,回程,39,庄尾(文武路),Zhuangwei(Wenwu Road),120.620074,24.348238
172,大甲 - 福住里,回程,40,文昌祠,Wenchang Temple,120.622692,24.347323
172,大甲 - 福住里,回程,41,大甲車站(中山路),Dajia Station(Zhongshan Road),120.626808,24.345023
172,大甲 - 福住里,回程,42,大甲,Dajia,120.6254916,24.34316989
178,清水車站 - 高美 - 高美濕地,去程,1,清水車站(中正街),Qingshui Station(Zhongzheng Street),120.570056,24.263361
178,清水車站 - 高美 - 高美濕地,去程,2,清水高中(中山路),Qingshui High school(Zhongshan Road),120.5742366,24.26591475
178,清水車站 - 高美 - 高美濕地,去程,3,華南銀行(清水分行),Hua-Nan Commercial Bank(Qingshui Branch),120.575104,24.268034
178,清水車站 - 高美 - 高美濕地,去程,4,清水,Qingshui,120.575957,24.270286
178,清水車站 - 高美 - 高美濕地,去程,5,中山董公街口,Zhongshan-Donggong Intersection,120.577019,24.272835
178,清水車站 - 高美 - 高美濕地,去程,6,橋頭,Qiaotou,120.575139,24.280709
178,清水車站 - 高美 - 高美濕地,去程,7,頂橋頭,Dingqiaotou,120.574936,24.282508
178,清水車站 - 高美 - 高美濕地,去程,8,廖厝(高美路),Liaocuo(Gaomei Road),120.574645,24.284553
178,清水車站 - 高美 - 高美濕地,去程,9,三塊厝,Sankuaicuo,120.573316,24.286951
178,清水車站 - 高美 - 高美濕地,去程,10,國姓里(高美路),Guoxing Village(Gaomei Road),120.572249,24.288986
178,清水車站 - 高美 - 高美濕地,去程,11,裕嘉里,Yujia Village,120.57103,24.290895
178,清水車站 - 高美 - 高美濕地,去程,12,高美路350巷口,Gaomei 350th Lane,120.568213,24.291459
178,清水車站 - 高美 - 高美濕地,去程,13,四塊厝(高美路),Sikuaicuo(Gaomei Road),120.566576,24.291794
178,清水車站 - 高美 - 高美濕地,去程,14,高南路口,Gaonan Road,120.564147,24.295305
178,清水車站 - 高美 - 高美濕地,去程,15,溪底(高美路),Xidi (Gaomei Road),120.564238,24.299891
178,清水車站 - 高美 - 高美濕地,去程,16,頂溪底,Dingxidi,120.563868,24.301685
178,清水車站 - 高美 - 高美濕地,去程,17,蔡厝,Caicuo,120.563251,24.304232
178,清水車站 - 高美 - 高美濕地,去程,18,高南里舊庄,Gaonan Village Jiuzhuang,120.563391,24.305997
178,清水車站 - 高美 - 高美濕地,去程,19,高美社區,Gaomei Community,120.562769,24.308542
178,清水車站 - 高美 - 高美濕地,去程,20,高美三美路口,Gaomei-Sanmei Intersection,120.562275,24.310578
178,清水車站 - 高美 - 高美濕地,去程,21,高美,Gaomei,120.560376,24.309759
178,清水車站 - 高美 - 高美濕地,去程,22,五分子,Wufenzi,120.559155,24.309713
178,清水車站 - 高美 - 高美濕地,去程,23,頂海口,Dinghaikou,120.557856,24.310519
178,清水車站 - 高美 - 高美濕地,去程,24,海口村,Haikou Village,120.556599,24.310923
178,清水車站 - 高美 - 高美濕地,去程,25,土地公廟,Tudigong Temple,120.555511,24.311079
178,清水車站 - 高美 - 高美濕地,去程,26,文興宮,Wenxing Temple,120.552341,24.31123
178,清水車站 - 高美 - 高美濕地,去程,27,高美濕地,Gaomei Wetland,120.551324,24.311898
178,清水車站 - 高美 - 高美濕地,去程,28,西安朝天宮,Xi'an Chaotian Temple,120.549422,24.308603
178,清水車站 - 高美 - 高美濕地,去程,29,高美濕地體驗館,Gaomei Wetland experience,120.546469,24.306071
178,清水車站 - 高美 - 高美濕地,去程,30,遊客中心(美堤街),Tourist Center(Meidi Street),120.546349,24.303337
178,清水車站 - 高美 - 高美濕地,去程,31,高美濕地遊客中心,Gaomei Wetland Tourist Center,120.547115,24.302067
178,清水車站 - 高美 - 高美濕地,回程,1,高美濕地遊客中心,Gaomei Wetland Tourist Center,120.547115,24.302067
178,清水車站 - 高美 - 高美濕地,回程,2,遊客中心(美堤街),Tourist Center(Meidi Street),120.546348,24.302937
178,清水車站 - 高美 - 高美濕地,回程,3,高美濕地體驗館,Gaomei Wetland experience,120.5473,24.30594
178,清水車站 - 高美 - 高美濕地,回程,4,西安朝天宮,Xi'an Chaotian Temple,120.549527,24.308759
178,清水車站 - 高美 - 高美濕地,回程,5,高美濕地,Gaomei Wetland,120.551187,24.311903
178,清水車站 - 高美 - 高美濕地,回程,6,文興宮,Wenxing Temple,120.55226,24.31122
178,清水車站 - 高美 - 高美濕地,回程,7,土地公廟,Tudigong Temple,120.5555,24.31103
178,清水車站 - 高美 - 高美濕地,回程,8,海口村,Haikou Village,120.556597,24.310884
178,清水車站 - 高美 - 高美濕地,回程,9,頂海口,Dinghaikou,120.557858,24.310462
178,清水車站 - 高美 - 高美濕地,回程,10,五分子,Wufenzi,120.559414,24.309588
178,清水車站 - 高美 - 高美濕地,回程,11,高美,Gaomei,120.560789,24.309933
178,清水車站 - 高美 - 高美濕地,回程,12,高美三美路口,Gaomei-Sanmei Intersection,120.562417,24.310532
178,清水車站 - 高美 - 高美濕地,回程,13,高美社區,Gaomei Community,120.562739,24.308403
178,清水車站 - 高美 - 高美濕地,回程,14,高南里舊庄,Gaonan Village Jiuzhuang,120.563364,24.30575
178,清水車站 - 高美 - 高美濕地,回程,15,蔡厝,Caicuo,120.563227,24.304336
178,清水車站 - 高美 - 高美濕地,回程,16,頂溪底,Dingxidi,120.563686,24.301685
178,清水車站 - 高美 - 高美濕地,回程,17,溪底(高美路),Xidi (Gaomei Road),120.564206,24.299593
178,清水車站 - 高美 - 高美濕地,回程,18,高南路口,Gaonan Road,120.563993,24.294841
178,清水車站 - 高美 - 高美濕地,回程,19,四塊厝(高美路),Sikuaicuo(Gaomei Road),120.566844,24.291685
178,清水車站 - 高美 - 高美濕地,回程,20,高美路350巷口,Gaomei 350th Lane,120.568766,24.291276
178,清水車站 - 高美 - 高美濕地,回程,21,裕嘉里,Yujia Village,120.571019,24.290777
178,清水車站 - 高美 - 高美濕地,回程,22,國姓里(高美路),Guoxing Village(Gaomei Road),120.5722,24.28898
178,清水車站 - 高美 - 高美濕地,回程,23,三塊厝,Sankuaicuo,120.573316,24.28682
178,清水車站 - 高美 - 高美濕地,回程,24,廖厝(高美路),Liaocuo(Gaomei Road),120.574538,24.284709
178,清水車站 - 高美 - 高美濕地,回程,25,頂橋頭,Dingqiaotou,120.574876,24.282196
178,清水車站 - 高美 - 高美濕地,回程,26,橋頭,Qiaotou,120.575069,24.280333
178,清水車站 - 高美 - 高美濕地,回程,27,中山高美路口,Zhongshan-Gaomei Intersection,120.577132,24.274191
178,清水車站 - 高美 - 高美濕地,回程,28,中山董公街口,Zhongshan-Donggong Intersection,120.576775,24.27267
178,清水車站 - 高美 - 高美濕地,回程,29,清水,Qingshui,120.575812,24.270306
178,清水車站 - 高美 - 高美濕地,回程,30,華南銀行(清水分行),Hua-Nan Commercial Bank(Qingshui Branch),120.575075,24.268389
178,清水車站 - 高美 - 高美濕地,回程,31,清水高中(中山路),Qingshui High school(Zhongshan Road),120.573886,24.265432
178,清水車站 - 高美 - 高美濕地,回程,32,清水車站(中正街),Qingshui Station(Zhongzheng Street),120.570056,24.263361
179,清水車站 - 三美 - 高美濕地,去程,1,清水車站(中正街),Qingshui Station(Zhongzheng Street),120.570056,24.263361
179,清水車站 - 三美 - 高美濕地,去程,2,清水高中(中山路),Qingshui High school(Zhongshan Road),120.5742366,24.26591475
179,清水車站 - 三美 - 高美濕地,去程,3,華南銀行(清水分行),Hua-Nan Commercial Bank(Qingshui Branch),120.575104,24.268034
179,清水車站 - 三美 - 高美濕地,去程,4,清水,Qingshui,120.575957,24.270286
179,清水車站 - 三美 - 高美濕地,去程,5,中山董公街口,Zhongshan-Donggong Intersection,120.577019,24.272835
179,清水車站 - 三美 - 高美濕地,去程,6,橋頭,Qiaotou,120.575139,24.280709
179,清水車站 - 三美 - 高美濕地,去程,7,頂橋頭,Dingqiaotou,120.574936,24.282508
179,清水車站 - 三美 - 高美濕地,去程,8,廖厝(高美路),Liaocuo(Gaomei Road),120.574645,24.284553
179,清水車站 - 三美 - 高美濕地,去程,9,三塊厝,Sankuaicuo,120.573316,24.286951
179,清水車站 - 三美 - 高美濕地,去程,10,三田路口,Santian Road,120.57468,24.29059
179,清水車站 - 三美 - 高美濕地,去程,11,城隍廟,Chenghuang Temple,120.575359,24.292525
179,清水車站 - 三美 - 高美濕地,去程,12,國姓里(三美路),Guoxing Village(SanMei Road),120.575859,24.29537
179,清水車站 - 三美 - 高美濕地,去程,13,李厝,Licuo,120.577293,24.297718
179,清水車站 - 三美 - 高美濕地,去程,14,溪底(三美路),Xidi(SanMei Road),120.57775,24.299526
179,清水車站 - 三美 - 高美濕地,去程,15,臨港路口,Lingang Road,120.577521,24.301323
179,清水車站 - 三美 - 高美濕地,去程,16,蔡厝(三美路),Caicuo(SanMei Road),120.575658,24.305735
179,清水車站 - 三美 - 高美濕地,去程,17,溪頭仔,Xitouzi,120.575058,24.308261
179,清水車站 - 三美 - 高美濕地,去程,18,許厝,Xucuo,120.572768,24.309419
179,清水車站 - 三美 - 高美濕地,去程,19,高美植物園,Gaomei Botanical Garden,120.569764,24.31072
179,清水車站 - 三美 - 高美濕地,去程,20,新厝(三美路),Xincuo(Sanmei Road),120.565681,24.311287
179,清水車站 - 三美 - 高美濕地,去程,21,竹圍仔(三美路),Zhuweizi(SanMei Road),120.56412,24.31082
179,清水車站 - 三美 - 高美濕地,去程,22,高美三美路口,Gaomei-Sanmei Intersection,120.562275,24.310578
179,清水車站 - 三美 - 高美濕地,去程,23,高美,Gaomei,120.560376,24.309759
179,清水車站 - 三美 - 高美濕地,去程,24,五分子,Wufenzi,120.559155,24.309713
179,清水車站 - 三美 - 高美濕地,去程,25,頂海口,Dinghaikou,120.557856,24.310519
179,清水車站 - 三美 - 高美濕地,去程,26,海口村,Haikou Village,120.556599,24.310923
179,清水車站 - 三美 - 高美濕地,去程,27,土地公廟,Tudigong Temple,120.555511,24.311079
179,清水車站 - 三美 - 高美濕地,去程,28,文興宮,Wenxing Temple,120.552341,24.31123
179,清水車站 - 三美 - 高美濕地,去程,29,高美濕地,Gaomei Wetland,120.551324,24.311898
179,清水車站 - 三美 - 高美濕地,去程,30,西安朝天宮,Xi'an Chaotian Temple,120.549422,24.308603
179,清水車站 - 三美 - 高美濕地,去程,31,高美濕地體驗館,Gaomei Wetland experience,120.546469,24.306071
179,清水車站 - 三美 - 高美濕地,去程,32,遊客中心(美堤街),Tourist Center(Meidi Street),120.546349,24.303337
179,清水車站 - 三美 - 高美濕地,去程,33,高美濕地遊客中心,Gaomei Wetland Tourist Center,120.547115,24.302067
179,清水車站 - 三美 - 高美濕地,回程,1,高美濕地遊客中心,Gaomei Wetland Tourist Center,120.547115,24.302067
179,清水車站 - 三美 - 高美濕地,回程,2,遊客中心(美堤街),Tourist Center(Meidi Street),120.546348,24.302937
179,清水車站 - 三美 - 高美濕地,回程,3,高美濕地體驗館,Gaomei Wetland experience,120.5473,24.30594
179,清水車站 - 三美 - 高美濕地,回程,4,西安朝天宮,Xi'an Chaotian Temple,120.549527,24.308759
179,清水車站 - 三美 - 高美濕地,回程,5,高美濕地,Gaomei Wetland,120.551187,24.311903
179,清水車站 - 三美 - 高美濕地,回程,6,文興宮,Wenxing Temple,120.55226,24.31122
179,清水車站 - 三美 - 高美濕地,回程,7,土地公廟,Tudigong Temple,120.5555,24.31103
179,清水車站 - 三美 - 高美濕地,回程,8,海口村,Haikou Village,120.556597,24.310884
179,清水車站 - 三美 - 高美濕地,回程,9,頂海口,Dinghaikou,120.557858,24.310462
179,清水車站 - 三美 - 高美濕地,回程,10,五分子,Wufenzi,120.559414,24.309588
179,清水車站 - 三美 - 高美濕地,回程,11,高美,Gaomei,120.560789,24.309933
179,清水車站 - 三美 - 高美濕地,回程,12,高美三美路口,Gaomei-Sanmei Intersection,120.562417,24.310532
179,清水車站 - 三美 - 高美濕地,回程,13,竹圍仔(三美路),Zhuweizi(SanMei Road),120.563842,24.310664
179,清水車站 - 三美 - 高美濕地,回程,14,新厝(三美路),Xincuo(Sanmei Road),120.565778,24.311131
179,清水車站 - 三美 - 高美濕地,回程,15,高美植物園,Gaomei Botanical Garden,120.569734,24.310678
179,清水車站 - 三美 - 高美濕地,回程,16,許厝,Xucuo,120.572687,24.309312
179,清水車站 - 三美 - 高美濕地,回程,17,溪頭仔,Xitouzi,120.574876,24.308246
179,清水車站 - 三美 - 高美濕地,回程,18,蔡厝(三美路),Caicuo(SanMei Road),120.575552,24.305587
179,清水車站 - 三美 - 高美濕地,回程,19,臨港路口,Lingang Road,120.577317,24.30124
179,清水車站 - 三美 - 高美濕地,回程,20,溪底(三美路),Xidi(SanMei Road),120.57751,24.298933
179,清水車站 - 三美 - 高美濕地,回程,21,李厝,Licuo,120.577161,24.297615
179,清水車站 - 三美 - 高美濕地,回程,22,國姓里(三美路),Guoxing Village(SanMei Road),120.575516,24.295316
179,清水車站 - 三美 - 高美濕地,回程,23,城隍廟,Chenghuang Temple,120.575219,24.292738
179,清水車站 - 三美 - 高美濕地,回程,24,三田路口,Santian Road,120.574549,24.290466
179,清水車站 - 三美 - 高美濕地,回程,25,三塊厝,Sankuaicuo,120.573316,24.28682
179,清水車站 - 三美 - 高美濕地,回程,26,廖厝(高美路),Liaocuo(Gaomei Road),120.574538,24.284709
179,清水車站 - 三美 - 高美濕地,回程,27,頂橋頭,Dingqiaotou,120.574876,24.282196
179,清水車站 - 三美 - 高美濕地,回程,28,橋頭,Qiaotou,120.575069,24.280333
179,清水車站 - 三美 - 高美濕地,回程,29,中山高美路口,Zhongshan-Gaomei Intersection,120.577132,24.274191
179,清水車站 - 三美 - 高美濕地,回程,30,中山董公街口,Zhongshan-Donggong Intersection,120.576775,24.27267
179,清水車站 - 三美 - 高美濕地,回程,31,清水,Qingshui,120.575812,24.270306
179,清水車站 - 三美 - 高美濕地,回程,32,華南銀行(清水分行),Hua-Nan Commercial Bank(Qingshui Branch),120.575075,24.268389
179,清水車站 - 三美 - 高美濕地,回程,33,清水高中(中山路),Qingshui High school(Zhongshan Road),120.573886,24.265432
179,清水車站 - 三美 - 高美濕地,回程,34,清水車站(中正街),Qingshui Station(Zhongzheng Street),120.570056,24.263361
180,沙鹿 - 彰化,去程,1,巨業沙鹿站,Geya-Shalu Bus Station,120.561057,24.237845
180,沙鹿 - 彰化,去程,2,沙鹿市場,Shalu Market,120.55963,24.237319
180,沙鹿 - 彰化,去程,3,沙鹿車站,Shalu Station,120.559233,24.236157
180,沙鹿 - 彰化,去程,4,沙鹿光田醫院,Shalu Kuang Tien General Hospital,120.5588516,24.23493871
180,沙鹿 - 彰化,去程,5,興仁里(沙田路),Xingren Village(Shatian Road),120.55859,24.230192
180,沙鹿 - 彰化,去程,6,沙田光華路口,Shatian-Guanghua Intersection,120.558214,24.22708
180,沙鹿 - 彰化,去程,7,文光國小,Wenguang Elementary School,120.557261,24.224255
180,沙鹿 - 彰化,去程,8,沙田天仁街口,Shatian-Tianren Intersection,120.556849,24.223174
180,沙鹿 - 彰化,去程,9,南勢里,Nanshi Village,120.555934,24.221029
180,沙鹿 - 彰化,去程,10,沙田太平路口,Shatian-Taiping Intersection,120.553413,24.21779
180,沙鹿 - 彰化,去程,11,龍山國小(山腳里),Longshan Elementary School(shanjiao Village),120.551702,24.213813
180,沙鹿 - 彰化,去程,12,南山腳,Nanshanjiao,120.550516,24.210505
180,沙鹿 - 彰化,去程,13,鷺山,Lushan,120.549293,24.207839
180,沙鹿 - 彰化,去程,14,龍目井,Longmujing,120.547974,24.202941
180,沙鹿 - 彰化,去程,15,龍泉,Longquan,120.546922,24.199421
180,沙鹿 - 彰化,去程,16,龍井車站,Longjing Station,120.546429,24.196888
180,沙鹿 - 彰化,去程,17,龍井區公所,Longjing District Office,120.545914,24.192352
180,沙鹿 - 彰化,去程,18,龍井加油站,Longjing Gas Station,120.545661,24.189279
180,沙鹿 - 彰化,去程,19,龍崗,Longgang,120.545399,24.186329
180,沙鹿 - 彰化,去程,20,深水,Shenshui,120.545412,24.182355
180,沙鹿 - 彰化,去程,21,村內入口,Village Entrance,120.544594,24.178915
180,沙鹿 - 彰化,去程,22,竹坑口,Zhukengkou,120.544004,24.176576
180,沙鹿 - 彰化,去程,23,沙田中華路口,Shatian-Zhonghua Intersection,120.543435,24.174285
180,沙鹿 - 彰化,去程,24,山陽一站,Shanyang 1st Stop,120.542264,24.168886
180,沙鹿 - 彰化,去程,25,山陽,Shanyang,120.542486,24.165226
180,沙鹿 - 彰化,去程,26,榮華,Ronghua,120.543075,24.16188
180,沙鹿 - 彰化,去程,27,北頂街,Beiding Street,120.54359,24.159895
180,沙鹿 - 彰化,去程,28,頂街(沙田路),Dingjie(Shatian Road),120.543757,24.158731
180,沙鹿 - 彰化,去程,29,大肚車站(沙田路),Dadu Station(Shatian Road),120.5441988,24.15459767
180,沙鹿 - 彰化,去程,30,大肚區公所,Dadu District Office,120.545277,24.151171
180,沙鹿 - 彰化,去程,31,大肚,Dadu,120.545542,24.150086
180,沙鹿 - 彰化,去程,32,大道國中(沙田路),Da Dau Junior High School(Shatian Road),120.546638,24.146089
180,沙鹿 - 彰化,去程,33,沙田自由路口,Shatian-Ziyou Intersection,120.547711,24.143726
180,沙鹿 - 彰化,去程,34,新興里,Xinxing Village,120.549181,24.140711
180,沙鹿 - 彰化,去程,35,崁仔腳,Kanzijiao,120.551187,24.137649
180,沙鹿 - 彰化,去程,36,沙田路918巷口,Shatian Road 918th Lane,120.553375,24.134782
180,沙鹿 - 彰化,去程,37,社腳,Shejiao,120.553853,24.132851
180,沙鹿 - 彰化,去程,38,營埔里,Yingbu Village,120.557078,24.127718
180,沙鹿 - 彰化,去程,39,興國公司,Xingguo Company,120.558901,24.126516
180,沙鹿 - 彰化,去程,40,追分郵局,Zhuifen Post Office,120.561755,24.124895
180,沙鹿 - 彰化,去程,41,山仔頂,Shanziding,120.564454,24.123298
180,沙鹿 - 彰化,去程,42,福山,Fushan,120.566164,24.122531
180,沙鹿 - 彰化,去程,43,追分國小,Zhuifen Elementary School,120.567672,24.122056
180,沙鹿 - 彰化,去程,44,追分,Zhuifen,120.570139,24.121106
180,沙鹿 - 彰化,去程,45,南追分,Nanzhuifen,120.575887,24.118983
180,沙鹿 - 彰化,去程,46,國聖井,Guoshengjing,120.572215,24.0976
180,沙鹿 - 彰化,去程,47,國聖國小,Guosheng Elementary School,120.567521,24.092042
180,沙鹿 - 彰化,去程,48,中庄子(中山路),Zhongzhuangzi(Zhongshan Road),120.56621,24.08992
180,沙鹿 - 彰化,去程,49,彰化縣原住民生活館,Changhua County Yuanzhumin Shenghuoguan,120.559569,24.086425
180,沙鹿 - 彰化,去程,50,和調里,Hediao Village,120.554604,24.084745
180,沙鹿 - 彰化,去程,51,市子尾,Shiziwei,120.550971,24.084352
180,沙鹿 - 彰化,去程,52,長順街口,Changshun Street,120.549682,24.084194
180,沙鹿 - 彰化,去程,53,車路口,Chelukou,120.546186,24.083468
180,沙鹿 - 彰化,去程,54,民生路口,Minsheng Road,120.54283,24.08262
180,沙鹿 - 彰化,去程,55,彰化站,Chang-Hwa Station,120.540817,24.08213
180,沙鹿 - 彰化,回程,1,彰化站,Chang-Hwa Station,120.540941,24.082123
180,沙鹿 - 彰化,回程,2,民生路口,Minsheng Road,120.543025,24.082654
180,沙鹿 - 彰化,回程,3,車路口,Chelukou,120.545932,24.083328
180,沙鹿 - 彰化,回程,4,長順街口,Changshun Street,120.54939,24.084025
180,沙鹿 - 彰化,回程,5,市子尾,Shiziwei,120.55101,24.084264
180,沙鹿 - 彰化,回程,6,和調里,Hediao Village,120.554577,24.084679
180,沙鹿 - 彰化,回程,7,彰化縣原住民生活館,Changhua County Yuanzhumin Shenghuoguan,120.560011,24.086521
180,沙鹿 - 彰化,回程,8,中庄子(中山路),Zhongzhuangzi(Zhongshan Road),120.566247,24.089689
180,沙鹿 - 彰化,回程,9,國聖國小,Guosheng Elementary School,120.567841,24.092214
180,沙鹿 - 彰化,回程,10,國聖井,Guoshengjing,120.57236,24.097358
180,沙鹿 - 彰化,回程,11,南追分,Nanzhuifen,120.576099,24.119054
180,沙鹿 - 彰化,回程,12,追分,Zhuifen,120.570209,24.121258
180,沙鹿 - 彰化,回程,13,追分國小,Zhuifen Elementary School,120.567731,24.122198
180,沙鹿 - 彰化,回程,14,福山,Fushan,120.565907,24.122834
180,沙鹿 - 彰化,回程,15,山仔頂,Shanziding,120.564498,24.123393
180,沙鹿 - 彰化,回程,16,追分郵局,Zhuifen Post Office,120.561669,24.125126
180,沙鹿 - 彰化,回程,17,興國公司,Xingguo Company,120.559743,24.126315
180,沙鹿 - 彰化,回程,18,營埔里,Yingbu Village,120.557061,24.127941
180,沙鹿 - 彰化,回程,19,社腳,Shejiao,120.553949,24.133076
180,沙鹿 - 彰化,回程,20,沙田路918巷口,Shatian Road 918th Lane,120.553531,24.134826
180,沙鹿 - 彰化,回程,21,崁仔腳,Kanzijiao,120.55064,24.13866
180,沙鹿 - 彰化,回程,22,新興里,Xinxing Village,120.549282,24.140882
180,沙鹿 - 彰化,回程,23,沙田自由路口,Shatian-Ziyou Intersection,120.5474,24.14427
180,沙鹿 - 彰化,回程,24,大道國中(沙田路),Da Dau Junior High School(Shatian Road),120.546706,24.146106
